"Date and Time","snr","rssi"
"06/19/2023 07:31:23 pm","0.5",""
"06/19/2023 07:31:23 pm","","-109"
"06/19/2023 07:30:36 pm","3.8",""
"06/19/2023 07:30:36 pm","","-106"
"06/19/2023 07:30:26 pm","-1.8",""
"06/19/2023 07:30:26 pm","","-111"
"06/19/2023 07:29:50 pm","-0.5",""
"06/19/2023 07:29:50 pm","","-107"
"06/19/2023 07:29:29 pm","3.8","-106"
"06/19/2023 07:29:02 pm","-0.2",""
"06/19/2023 07:29:02 pm","","-106"
"06/19/2023 07:28:15 pm","0.5",""
"06/19/2023 07:28:15 pm","","-107"
"06/19/2023 07:27:35 pm","-6.8","-109"
"06/19/2023 07:27:25 pm","-6.5",""
"06/19/2023 07:27:25 pm","","-105"
"06/19/2023 07:27:12 pm","-4.8",""
"06/19/2023 07:27:12 pm","","-112"
"06/19/2023 07:26:55 pm","2.5",""
"06/19/2023 07:26:55 pm","","-109"
"06/19/2023 07:26:45 pm","-1",""
"06/19/2023 07:26:45 pm","","-107"
"06/19/2023 07:26:35 pm","-2.8",""
"06/19/2023 07:26:35 pm","","-111"
"06/19/2023 07:26:22 pm","-5.2",""
"06/19/2023 07:26:22 pm","","-113"
"06/19/2023 07:25:39 pm","-0.5","-111"
"06/19/2023 07:24:41 pm","1.2","-111"
"06/19/2023 07:24:24 pm","0.5","-106"
"06/19/2023 07:24:11 pm","-11.8",""
"06/19/2023 07:24:11 pm","","-108"
"06/19/2023 07:23:51 pm","-5.5",""
"06/19/2023 07:23:51 pm","","-108"
"06/19/2023 07:23:34 pm","-4.5",""
"06/19/2023 07:23:34 pm","","-107"
"06/19/2023 07:23:01 pm","-0.5",""
"06/19/2023 07:23:01 pm","","-109"
"06/19/2023 07:22:41 pm","-2.5",""
"06/19/2023 07:22:41 pm","","-111"
"06/19/2023 07:22:21 pm","-4.5",""
"06/19/2023 07:22:21 pm","","-108"
"06/19/2023 07:22:01 pm","3","-108"
"06/19/2023 07:21:44 pm","2.2",""
"06/19/2023 07:21:44 pm","","-106"
"06/19/2023 07:21:11 pm","","-102"
"06/19/2023 07:20:58 pm","-4.2",""
"06/19/2023 07:20:58 pm","","-111"
"06/19/2023 07:20:31 pm","0.8","-108"
"06/19/2023 07:20:11 pm","-2","-104"
"06/19/2023 07:19:53 pm","-2.2","-99"
"06/19/2023 07:19:43 pm","0.5","-100"
"06/19/2023 07:19:30 pm","-4",""
"06/19/2023 07:19:30 pm","","-107"
"06/19/2023 07:19:13 pm","1.8","-108"
"06/19/2023 07:19:03 pm","-14",""
"06/19/2023 07:19:03 pm","","-106"
"06/19/2023 07:18:57 pm","2.2","-106"
"06/19/2023 07:18:37 pm","0.8",""
"06/19/2023 07:18:37 pm","","-107"
"06/19/2023 07:18:10 pm","-1.2",""
"06/19/2023 07:18:10 pm","","-108"
"06/19/2023 07:17:23 pm","-1",""
"06/19/2023 07:17:23 pm","","-109"
"06/19/2023 07:16:53 pm","0.5",""
"06/19/2023 07:16:53 pm","","-112"
"06/19/2023 07:16:43 pm","4","-106"
"06/19/2023 07:15:32 pm","-1.8","-112"
"06/19/2023 07:15:03 pm","1","-108"
"06/19/2023 07:14:12 pm","-0.8","-111"
"06/19/2023 07:13:52 pm","-8","-114"
"06/19/2023 07:13:42 pm","2.8",""
"06/19/2023 07:13:42 pm","","-106"
"06/19/2023 07:13:12 pm","-0.5","-108"
"06/19/2023 07:12:52 pm","1.5","-107"
"06/19/2023 07:12:32 pm","4.8","-105"
"06/19/2023 07:11:32 pm","2","-112"
"06/19/2023 07:11:12 pm","-1","-108"
"06/19/2023 07:10:52 pm","-6.8","-108"
"06/19/2023 07:10:12 pm","1.2",""
"06/19/2023 07:10:12 pm","","-113"
"06/19/2023 07:10:02 pm","-4.8","-107"
"06/19/2023 07:09:12 pm","-3.5",""
"06/19/2023 07:09:12 pm","","-113"
"06/19/2023 07:09:02 pm","-4.8","-113"
"06/19/2023 07:08:52 pm","-0.2","-107"
"06/19/2023 07:08:43 pm","2.2","-96"
"06/19/2023 07:07:52 pm","-4.5","-107"
"06/19/2023 07:07:42 pm","-4",""
"06/19/2023 07:07:42 pm","","-113"
"06/19/2023 07:07:12 pm","-8.8",""
"06/19/2023 07:07:12 pm","","-109"
"06/19/2023 07:07:02 pm","-5.8","-112"
"06/19/2023 07:06:52 pm","-7","-111"
"06/19/2023 07:05:55 pm","-2.2","-101"
"06/19/2023 07:05:45 pm","-11.2",""
"06/19/2023 07:05:45 pm","","-111"
"06/19/2023 07:05:15 pm","-5.2","-108"
"06/19/2023 07:05:06 pm","1.5",""
"06/19/2023 07:05:06 pm","","-108"
"06/19/2023 07:04:35 pm","-2",""
"06/19/2023 07:04:35 pm","","-107"
"06/19/2023 07:04:25 pm","-4.2",""
"06/19/2023 07:04:25 pm","","-112"
"06/19/2023 07:04:15 pm","-0.8",""
"06/19/2023 07:04:15 pm","","-109"
"06/19/2023 07:03:01 pm","",""
"06/19/2023 07:03:01 pm","","-109"
"06/19/2023 07:02:48 pm","-2.2",""
"06/19/2023 07:02:48 pm","","-114"
"06/19/2023 07:02:24 pm","2.2",""
"06/19/2023 07:02:24 pm","","-109"
"06/19/2023 07:02:11 pm","-3.5","-111"
"06/19/2023 07:01:54 pm","-12.8",""
"06/19/2023 07:01:54 pm","","-111"
"06/19/2023 07:01:44 pm","-8.2",""
"06/19/2023 07:01:44 pm","","-105"
"06/19/2023 07:01:31 pm","-3",""
"06/19/2023 07:01:31 pm","","-109"
"06/19/2023 07:00:48 pm","-4.5","-113"
"06/19/2023 07:00:28 pm","-6","-113"
"06/19/2023 07:00:07 pm","-5.2",""
"06/19/2023 07:00:07 pm","","-111"
"06/19/2023 06:59:10 pm","-7","-113"
"06/19/2023 06:58:20 pm","-3.8","-109"
"06/19/2023 06:58:07 pm","-0.8","-109"
"06/19/2023 06:57:40 pm","-2",""
"06/19/2023 06:57:40 pm","","-111"
"06/19/2023 06:57:03 pm","1",""
"06/19/2023 06:57:03 pm","","-109"
"06/19/2023 06:56:57 pm","-0.5","-108"
"06/19/2023 06:56:30 pm","-3.8",""
"06/19/2023 06:56:30 pm","","-113"
"06/19/2023 06:55:42 pm","1.5",""
"06/19/2023 06:55:42 pm","","-111"
"06/19/2023 06:55:06 pm","-3.8","-109"
"06/19/2023 06:54:42 pm","-0.5",""
"06/19/2023 06:54:42 pm","","-111"
"06/19/2023 06:54:32 pm","1",""
"06/19/2023 06:54:32 pm","","-109"
"06/19/2023 06:54:22 pm","2.8",""
"06/19/2023 06:54:22 pm","","-106"
"06/19/2023 06:54:12 pm","-7.8","-105"
"06/19/2023 06:54:02 pm","1.8","-102"
"06/19/2023 06:53:52 pm","1.2","-107"
"06/19/2023 06:53:12 pm","-2.5",""
"06/19/2023 06:53:12 pm","","-107"
"06/19/2023 06:53:02 pm","-3.5",""
"06/19/2023 06:53:02 pm","","-112"
"06/19/2023 06:52:32 pm","0.8",""
"06/19/2023 06:52:32 pm","","-106"
"06/19/2023 06:51:51 pm","0.2","-108"
"06/19/2023 06:51:11 pm","1","-109"
"06/19/2023 06:51:01 pm","-1.8","-112"
"06/19/2023 06:50:52 pm","3.8",""
"06/19/2023 06:50:52 pm","","-108"
"06/19/2023 06:50:32 pm","-5","-112"
"06/19/2023 06:50:22 pm","-3.2",""
"06/19/2023 06:50:22 pm","","-114"
"06/19/2023 06:50:02 pm","-15.2",""
"06/19/2023 06:50:02 pm","","-114"
"06/19/2023 06:49:52 pm","-5.8","-111"
"06/19/2023 06:49:42 pm","-11.2","-107"
"06/19/2023 06:49:32 pm","",""
"06/19/2023 06:49:32 pm","","-107"
"06/12/2023 05:06:16 pm","8.8","-91"
"06/12/2023 05:05:39 pm","9.5","-73"
"06/12/2023 05:05:18 pm","-1.8",""
"06/12/2023 05:05:18 pm","","-94"
"06/12/2023 05:05:07 pm","2.5",""
"06/12/2023 05:05:07 pm","","-97"
"06/12/2023 05:04:52 pm","4.8","-81"
"06/12/2023 05:04:23 pm","11","-75"
"06/12/2023 05:04:04 pm","9.8",""
"06/12/2023 05:04:04 pm","","-82"
"06/12/2023 05:03:39 pm","-2.2",""
"06/12/2023 05:03:39 pm","","-109"
"06/12/2023 05:03:17 pm","-7.8","-115"
"06/12/2023 05:02:33 pm","-12.2","-106"
"06/12/2023 05:02:22 pm","-3",""
"06/12/2023 05:02:22 pm","","-105"
"06/12/2023 05:02:00 pm","","-111"
"06/12/2023 05:01:49 pm","-13","-112"
"06/12/2023 05:01:27 pm","-4.5","-113"
"06/12/2023 05:00:21 pm","-5",""
"06/12/2023 05:00:21 pm","","-109"
"06/12/2023 04:59:26 pm","-3.5","-113"
"06/12/2023 04:58:53 pm","-8.5","-112"
"06/12/2023 04:58:32 pm","-11.8","-96"
"06/12/2023 04:58:21 pm","-1.5","-111"
"06/12/2023 04:58:10 pm","3.5","-108"
"06/12/2023 04:57:48 pm","-3","-109"
"06/12/2023 04:25:13 pm","-2.5",""
"06/12/2023 04:25:13 pm","","-113"
"06/12/2023 04:24:40 pm","-6","-108"
"06/12/2023 04:24:29 pm","","-113"
"06/12/2023 04:23:56 pm","0.2",""
"06/12/2023 04:23:56 pm","","-111"
"06/12/2023 04:23:34 pm","-2.2","-113"
"06/12/2023 04:23:12 pm","4.8",""
"06/12/2023 04:23:12 pm","","-111"
"06/12/2023 04:23:01 pm","-0.2","-108"
"06/12/2023 04:22:07 pm","5.8","-103"
"06/12/2023 04:21:45 pm","0.2","-109"
"06/12/2023 04:21:34 pm","-11.5",""
"06/12/2023 04:21:34 pm","","-111"
"06/12/2023 04:21:23 pm","-1.2","-106"
"06/12/2023 04:21:01 pm","-10.2","-114"
"06/12/2023 04:20:50 pm","-8","-111"
"06/12/2023 04:14:32 pm","7.5",""
"06/12/2023 04:14:32 pm","","-79"
"06/12/2023 04:14:21 pm","9.5","-76"
"06/12/2023 04:14:10 pm","9","-77"
"06/12/2023 04:13:59 pm","9","-77"
"06/12/2023 04:13:37 pm","9",""
"06/12/2023 04:13:37 pm","","-75"
"06/12/2023 04:13:25 pm","10",""
"06/12/2023 04:13:25 pm","","-75"
"06/12/2023 04:12:52 pm","9.5",""
"06/12/2023 04:12:52 pm","","-75"
"06/12/2023 04:12:42 pm","7",""
"06/12/2023 04:12:42 pm","","-76"
"06/12/2023 04:12:19 pm","9",""
"06/12/2023 04:12:19 pm","","-93"
"06/12/2023 04:12:09 pm","9","-79"
"06/12/2023 04:11:57 pm","7.2","-90"
"06/12/2023 04:11:46 pm","9.2","-82"
"06/12/2023 04:11:35 pm","9",""
"06/12/2023 04:11:35 pm","","-84"
"06/12/2023 04:11:24 pm","9.8","-75"
"06/12/2023 04:11:13 pm","9","-76"
"06/12/2023 04:11:03 pm","10.8","-71"
"06/12/2023 04:10:51 pm","9.5","-76"
"06/12/2023 04:10:29 pm","8.2",""
"06/12/2023 04:10:29 pm","","-65"
"06/12/2023 04:10:07 pm","11","-77"
"06/12/2023 04:09:45 pm","10.2",""
"06/12/2023 04:09:45 pm","","-85"
"06/12/2023 04:09:34 pm","11.8",""
"06/12/2023 04:09:34 pm","","-75"
"06/12/2023 04:09:23 pm","12",""
"06/12/2023 04:09:23 pm","","-75"
"06/12/2023 04:09:14 pm","8.2",""
"06/12/2023 04:09:14 pm","","-75"
"06/12/2023 04:01:32 pm","-0.5","-105"
"06/12/2023 04:01:21 pm","6.2",""
"06/12/2023 04:01:21 pm","","-101"
"06/12/2023 04:01:11 pm","4.5",""
"06/12/2023 04:01:11 pm","","-107"
"06/12/2023 04:01:01 pm","2","-93"
"06/12/2023 03:57:47 pm","8",""
"06/12/2023 03:57:47 pm","","-102"
"06/12/2023 03:57:36 pm","4.2","-95"
"06/12/2023 03:57:25 pm","8.2","-103"
"06/12/2023 03:57:15 pm","7.5","-105"
"06/12/2023 03:57:04 pm","1.2",""
"06/12/2023 03:57:04 pm","","-84"
"06/12/2023 03:56:53 pm","0.5",""
"06/12/2023 03:56:53 pm","","-102"
"06/06/2023 02:07:40 pm","8.5","-107"
"06/06/2023 02:07:30 pm","1.8","-111"
"06/06/2023 02:07:20 pm","7.2",""
"06/06/2023 02:07:20 pm","","-103"
"06/06/2023 02:07:10 pm","6",""
"06/06/2023 02:07:10 pm","","-108"
"06/06/2023 02:06:40 pm","-1",""
"06/06/2023 02:06:40 pm","","-102"
"06/06/2023 02:06:10 pm","6.2",""
"06/06/2023 02:06:10 pm","","-102"
"06/06/2023 02:06:00 pm","-8.5",""
"06/06/2023 02:06:00 pm","","-105"
"06/06/2023 02:05:40 pm","2.5","-112"
"06/06/2023 02:04:59 pm","2",""
"06/06/2023 02:04:59 pm","","-109"
"06/06/2023 02:04:51 pm","3.5","-108"
"06/06/2023 02:04:31 pm","-6.2",""
"06/06/2023 02:04:31 pm","","-101"
"06/06/2023 01:28:23 pm","7.8","-102"
"06/06/2023 01:28:02 pm","7.5","-105"
"06/06/2023 01:27:42 pm","9.5",""
"06/06/2023 01:27:42 pm","","-101"
"06/06/2023 01:27:32 pm","6.2","-105"
"06/06/2023 01:26:42 pm","6",""
"06/06/2023 01:26:42 pm","","-100"
"06/06/2023 01:26:32 pm","7.8","-101"
"06/06/2023 01:26:02 pm","8.8",""
"06/06/2023 01:26:02 pm","","-101"
"06/06/2023 01:25:52 pm","-2.5","-105"
"06/06/2023 01:25:42 pm","1","-104"
"06/06/2023 01:25:02 pm","8","-102"
"06/06/2023 01:24:52 pm","9.8","-102"
"06/06/2023 01:24:32 pm","7.2","-105"
"06/06/2023 01:24:22 pm","9",""
"06/06/2023 01:24:22 pm","","-102"
"06/06/2023 01:24:02 pm","9.2","-101"
"06/06/2023 01:23:52 pm","8.8","-101"
"06/06/2023 01:23:43 pm","4.5","-105"
"06/06/2023 01:23:34 pm","1.2",""
"06/06/2023 01:23:34 pm","","-102"
"06/06/2023 01:23:24 pm","-4",""
"06/06/2023 01:23:24 pm","","-101"
"06/06/2023 01:21:49 pm","7","-103"
"06/06/2023 01:21:19 pm","8.5","-102"
"06/06/2023 01:20:49 pm","7.5",""
"06/06/2023 01:20:49 pm","","-102"
"06/06/2023 01:20:05 pm","8.2","-101"
"06/06/2023 01:19:35 pm","6.2",""
"06/06/2023 01:19:35 pm","","-102"
"06/06/2023 01:19:19 pm","9.2",""
"06/06/2023 01:19:19 pm","","-101"
"06/06/2023 01:18:55 pm","7.8","-105"
"06/06/2023 01:18:45 pm","10",""
"06/06/2023 01:18:45 pm","","-102"
"06/06/2023 01:18:35 pm","",""
"06/06/2023 01:18:35 pm","","-103"
"06/06/2023 01:17:54 pm","8","-100"
"06/06/2023 01:17:44 pm","8","-103"
"06/06/2023 01:17:34 pm","5.8",""
"06/06/2023 01:17:34 pm","","-105"
"06/06/2023 01:17:24 pm","0.8","-105"
"06/06/2023 01:17:14 pm","8.2","-107"
"06/06/2023 01:17:04 pm","6.5","-102"
"06/06/2023 01:16:54 pm","9","-103"
"06/06/2023 01:15:54 pm","-1.5","-87"
"06/06/2023 01:15:34 pm","6","-99"
"06/06/2023 01:15:24 pm","5.2","-105"
"06/06/2023 01:14:54 pm","-1.5","-105"
"06/06/2023 01:14:44 pm","7.5","-103"
"06/06/2023 01:14:24 pm","-8.8","-103"
"06/06/2023 01:13:54 pm","4.2",""
"06/06/2023 01:13:54 pm","","-100"
"06/06/2023 01:13:44 pm","9.5","-103"
"06/06/2023 01:13:24 pm","4.8",""
"06/06/2023 01:13:24 pm","","-101"
"06/06/2023 01:13:13 pm","3.8","-92"
"06/06/2023 01:12:53 pm","-4","-100"
"06/06/2023 01:12:43 pm","9",""
"06/06/2023 01:12:43 pm","","-100"
"06/06/2023 01:12:13 pm","7",""
"06/06/2023 01:12:13 pm","","-102"
"06/06/2023 01:12:03 pm","-5","-105"
"06/06/2023 01:11:23 pm","8.5",""
"06/06/2023 01:11:23 pm","","-103"
"06/06/2023 01:11:15 pm","9","-100"
"06/06/2023 01:10:42 pm","1","-111"
"06/06/2023 01:10:21 pm","4","-101"
"06/06/2023 01:10:11 pm","6.5",""
"06/06/2023 01:10:11 pm","","-105"
"06/06/2023 01:09:52 pm","7.8","-106"
"06/06/2023 01:09:43 pm","2.5",""
"06/06/2023 01:09:43 pm","","-107"
"06/06/2023 01:09:03 pm","5.2","-107"
"06/06/2023 01:08:33 pm","6.5","-105"
"06/06/2023 01:08:23 pm","3","-108"
"06/06/2023 01:07:50 pm","4.8","-105"
"06/06/2023 01:07:13 pm","7","-105"
"06/06/2023 01:06:13 pm","5.8","-102"
"06/06/2023 01:05:43 pm","8","-103"
"06/06/2023 01:04:56 pm","6","-104"
"06/06/2023 01:04:19 pm","0.8",""
"06/06/2023 01:04:19 pm","","-106"
"06/06/2023 01:03:49 pm","5","-106"
"06/06/2023 01:03:32 pm","5.2",""
"06/06/2023 01:03:32 pm","","-109"
"06/06/2023 01:03:22 pm","-6","-102"
"06/06/2023 01:03:12 pm","4","-105"
"06/06/2023 01:01:52 pm","-7","-107"
"06/06/2023 01:01:42 pm","6.2","-104"
"06/06/2023 01:01:32 pm","7",""
"06/06/2023 01:01:32 pm","","-105"
"06/06/2023 01:01:22 pm","-7",""
"06/06/2023 01:01:22 pm","","-113"
"06/06/2023 01:01:12 pm","6.2","-103"
"06/06/2023 01:00:52 pm","4",""
"06/06/2023 01:00:52 pm","","-108"
"06/06/2023 01:00:22 pm","7","-104"
"06/06/2023 01:00:12 pm","-6.2","-107"
"06/06/2023 12:59:51 pm","0.8",""
"06/06/2023 12:59:51 pm","","-103"
"06/06/2023 12:59:31 pm","9.2","-102"
"06/06/2023 12:59:01 pm","9","-102"
"06/06/2023 12:58:31 pm","9.5","-103"
"06/06/2023 12:58:21 pm","10",""
"06/06/2023 12:58:21 pm","","-103"
"06/06/2023 12:57:51 pm","8.5",""
"06/06/2023 12:57:51 pm","","-105"
"06/06/2023 12:57:41 pm","8.8",""
"06/06/2023 12:57:41 pm","","-102"
"06/06/2023 12:57:31 pm","6.8",""
"06/06/2023 12:57:31 pm","","-91"
"06/06/2023 12:57:21 pm","4.8","-102"
"06/06/2023 12:57:11 pm","4",""
"06/06/2023 12:57:11 pm","","-101"
"06/06/2023 12:57:01 pm","4.8","-103"
"06/06/2023 12:56:51 pm","7",""
"06/06/2023 12:56:51 pm","","-100"
"06/06/2023 12:56:33 pm","8.5","-97"
"06/06/2023 12:56:23 pm","-0.8",""
"06/06/2023 12:56:23 pm","","-100"
"06/06/2023 12:55:27 pm","5.5","-103"
"06/06/2023 12:55:17 pm","9.5",""
"06/06/2023 12:55:17 pm","","-101"
"06/06/2023 12:55:07 pm","7","-102"
"06/06/2023 12:54:57 pm","8.8",""
"06/06/2023 12:54:57 pm","","-102"
"06/06/2023 12:54:07 pm","-2","-102"
"06/06/2023 12:53:17 pm","7.8",""
"06/06/2023 12:53:17 pm","","-105"
"06/06/2023 12:53:07 pm","8.5","-103"
"06/06/2023 12:52:57 pm","7.5",""
"06/06/2023 12:52:57 pm","","-102"
"06/06/2023 12:52:47 pm","9.2",""
"06/06/2023 12:52:47 pm","","-102"
"06/06/2023 12:52:37 pm","-1.8",""
"06/06/2023 12:52:37 pm","","-96"
"06/06/2023 12:52:27 pm","3",""
"06/06/2023 12:52:27 pm","","-103"
"06/06/2023 12:52:07 pm","7.8",""
"06/06/2023 12:52:07 pm","","-103"
"06/06/2023 12:51:57 pm","9.8",""
"06/06/2023 12:51:57 pm","","-98"
"06/06/2023 12:51:49 pm","2.5","-97"
"06/06/2023 12:50:48 pm","6.5","-109"
"06/06/2023 12:49:53 pm","5.8",""
"06/06/2023 12:49:53 pm","","-105"
"06/06/2023 12:49:09 pm","2.2","-106"
"06/06/2023 12:48:47 pm","0.5","-108"
"06/06/2023 12:47:35 pm","","-97"
"06/06/2023 12:46:29 pm","7.8",""
"06/06/2023 12:46:29 pm","","-105"
"06/06/2023 12:45:00 pm","8.2","-103"
"06/06/2023 12:44:49 pm","2",""
"06/06/2023 12:44:49 pm","","-105"
"06/06/2023 12:43:55 pm","5.2","-107"
"06/06/2023 12:43:43 pm","7.8",""
"06/06/2023 12:43:43 pm","","-102"
"06/06/2023 12:43:21 pm","6.2",""
"06/06/2023 12:43:21 pm","","-105"
"06/06/2023 12:43:10 pm","1.5",""
"06/06/2023 12:43:10 pm","","-107"
"06/06/2023 12:42:48 pm","6.2","-105"
"06/06/2023 12:42:37 pm","6.8","-100"
"06/06/2023 12:42:26 pm","1.8","-101"
"06/06/2023 12:42:15 pm","8.5","-102"
"06/06/2023 12:42:04 pm","8",""
"06/06/2023 12:42:04 pm","","-107"
"06/06/2023 12:41:53 pm","5","-99"
"06/06/2023 12:41:20 pm","-0.5","-105"
"06/06/2023 12:40:58 pm","6.2",""
"06/06/2023 12:40:58 pm","","-101"
"06/06/2023 12:40:48 pm","4","-97"
"06/06/2023 12:38:13 pm","6",""
"06/06/2023 12:38:13 pm","","-101"
"06/06/2023 12:38:02 pm","8.2",""
"06/06/2023 12:38:02 pm","","-102"
"06/06/2023 12:37:40 pm","7.8","-99"
"06/06/2023 12:37:18 pm","4","-101"
"06/06/2023 12:37:08 pm","1.2","-99"
"06/06/2023 12:36:15 pm","9.5",""
"06/06/2023 12:36:15 pm","","-100"
"06/06/2023 12:35:42 pm","7",""
"06/06/2023 12:35:42 pm","","-102"
"06/06/2023 12:35:31 pm","8.5","-103"
"06/06/2023 12:35:20 pm","2.5",""
"06/06/2023 12:35:20 pm","","-93"
"06/06/2023 12:34:58 pm","8.8","-101"
"06/06/2023 12:34:47 pm","8.8","-103"
"06/06/2023 12:34:36 pm","8.2",""
"06/06/2023 12:34:36 pm","","-100"
"06/06/2023 12:34:26 pm","4.2",""
"06/06/2023 12:34:26 pm","","-101"
"06/05/2023 04:32:49 pm","9.5",""
"06/05/2023 04:32:49 pm","","-95"
"06/05/2023 04:31:22 pm","6.2","-95"
"06/05/2023 04:31:11 pm","6.8",""
"06/05/2023 04:31:11 pm","","-95"
"06/05/2023 04:28:53 pm","1.5",""
"06/05/2023 04:28:53 pm","","-106"
"06/05/2023 04:28:42 pm","2",""
"06/05/2023 04:28:42 pm","","-108"
"06/05/2023 04:27:47 pm","-3.5","-107"
"06/05/2023 04:27:25 pm","-1.8","-113"
"06/05/2023 04:27:03 pm","-1.5",""
"06/05/2023 04:27:03 pm","","-111"
"06/05/2023 04:26:30 pm","-6","-113"
"06/05/2023 04:26:08 pm","-6.5",""
"06/05/2023 04:26:08 pm","","-111"
"06/05/2023 04:25:57 pm","4.8","-112"
"06/05/2023 04:25:46 pm","0.2","-111"
"06/05/2023 04:25:36 pm","","-108"
"06/05/2023 04:25:25 pm","-1.2",""
"06/05/2023 04:25:25 pm","","-107"
"06/05/2023 04:25:03 pm","-0.5",""
"06/05/2023 04:25:03 pm","","-108"
"06/05/2023 04:16:10 pm","5.8","-103"
"06/05/2023 04:15:59 pm","3","-105"
"06/05/2023 04:15:48 pm","8","-101"
"06/05/2023 04:15:37 pm","-0.2","-99"
"06/05/2023 04:15:26 pm","2.5",""
"06/05/2023 04:15:26 pm","","-101"
"06/05/2023 04:15:15 pm","8.5","-102"
"06/05/2023 04:14:53 pm","2.8",""
"06/05/2023 04:14:53 pm","","-103"
"06/05/2023 04:14:42 pm","8.8",""
"06/05/2023 04:14:42 pm","","-102"
"06/05/2023 04:14:09 pm","9.5","-101"
"06/05/2023 04:13:58 pm","3.5","-103"
"06/05/2023 04:13:36 pm","-4.2",""
"06/05/2023 04:13:36 pm","","-97"
"06/05/2023 04:13:25 pm","7.2",""
"06/05/2023 04:13:25 pm","","-99"
"06/05/2023 04:13:03 pm","2.8","-105"
"06/05/2023 04:12:41 pm","-8","-105"
"06/05/2023 04:12:30 pm","7.2",""
"06/05/2023 04:12:30 pm","","-103"
"06/05/2023 04:12:08 pm","7.5",""
"06/05/2023 04:12:08 pm","","-103"
"06/05/2023 04:11:46 pm","6",""
"06/05/2023 04:11:46 pm","","-103"
"06/05/2023 04:11:35 pm","-1.2",""
"06/05/2023 04:11:35 pm","","-103"
"06/05/2023 04:11:25 pm","3",""
"06/05/2023 04:11:25 pm","","-100"
"06/05/2023 04:11:03 pm","-12.5",""
"06/05/2023 04:11:03 pm","","-114"
"06/05/2023 04:04:07 pm","5.5",""
"06/05/2023 04:04:07 pm","","-107"
"06/05/2023 04:03:42 pm","1","-109"
"06/05/2023 04:03:09 pm","0.5","-108"
"06/05/2023 04:02:58 pm","-0.2","-105"
"06/05/2023 04:02:47 pm","4.2","-109"
