"Date and Time","snr","rssi"
"06/02/2023 04:47:47 pm","8.8",""
"06/02/2023 04:47:47 pm","","-90"
"06/02/2023 04:47:24 pm","9.8","-87"
"06/02/2023 04:47:10 pm","8.8",""
"06/02/2023 04:47:10 pm","","-89"
"06/02/2023 04:46:48 pm","7","-89"
"06/02/2023 04:46:18 pm","6.8","-86"
"06/02/2023 04:45:57 pm","6.5","-84"
"06/02/2023 04:45:49 pm","8.5",""
"06/02/2023 04:45:49 pm","","-85"
"06/02/2023 04:45:12 pm","9.2",""
"06/02/2023 04:45:12 pm","","-84"
"06/02/2023 04:44:39 pm","6.5",""
"06/02/2023 04:44:39 pm","","-89"
"06/02/2023 04:44:17 pm","8.5",""
"06/02/2023 04:44:17 pm","","-85"
"06/02/2023 04:43:56 pm","9.5",""
"06/02/2023 04:43:56 pm","","-85"
"06/02/2023 04:43:41 pm","9",""
"06/02/2023 04:43:41 pm","","-85"
"06/02/2023 04:43:19 pm","3.5","-84"
"06/02/2023 04:42:49 pm","8.8","-87"
"06/02/2023 04:42:27 pm","9.5",""
"06/02/2023 04:42:27 pm","","-85"
"06/02/2023 04:42:12 pm","9",""
"06/02/2023 04:42:12 pm","","-85"
"06/02/2023 04:41:43 pm","10",""
"06/02/2023 04:41:43 pm","","-85"
"06/02/2023 04:41:21 pm","10","-85"
"06/02/2023 04:40:59 pm","7.5",""
"06/02/2023 04:40:59 pm","","-85"
"06/02/2023 04:40:48 pm","6.5","-87"
"06/02/2023 04:40:04 pm","10.2","-89"
"06/02/2023 04:39:42 pm","11.2","-85"
"06/02/2023 04:39:20 pm","8.8","-83"
"06/02/2023 04:38:58 pm","10",""
"06/02/2023 04:38:58 pm","","-87"
"06/02/2023 04:38:36 pm","12","-87"
"06/02/2023 04:38:14 pm","4","-90"
"06/02/2023 04:37:52 pm","8.8",""
"06/02/2023 04:37:52 pm","","-95"
"06/02/2023 04:37:30 pm","9.5",""
"06/02/2023 04:37:30 pm","","-93"
"06/02/2023 04:37:08 pm","7.8",""
"06/02/2023 04:37:08 pm","","-91"
"06/02/2023 04:36:24 pm","9.8",""
"06/02/2023 04:36:24 pm","","-91"
"06/02/2023 04:36:02 pm","4.5","-89"
"06/02/2023 04:35:40 pm","8.2",""
"06/02/2023 04:35:40 pm","","-90"
"06/02/2023 04:35:25 pm","3.2",""
"06/02/2023 04:35:25 pm","","-90"
"06/02/2023 04:34:56 pm","7","-90"
"06/02/2023 04:34:34 pm","8",""
"06/02/2023 04:34:34 pm","","-87"
"06/02/2023 04:34:12 pm","2.8","-90"
"06/02/2023 04:33:50 pm","8.8",""
"06/02/2023 04:33:50 pm","","-91"
"06/02/2023 04:33:28 pm","9.2",""
"06/02/2023 04:33:28 pm","","-90"
"06/02/2023 04:33:13 pm","7",""
"06/02/2023 04:33:13 pm","","-89"
"06/02/2023 04:32:44 pm","9.5",""
"06/02/2023 04:32:44 pm","","-88"
"06/02/2023 04:32:22 pm","9.5",""
"06/02/2023 04:32:22 pm","","-91"
"06/02/2023 04:32:00 pm","4.8",""
"06/02/2023 04:32:00 pm","","-87"
"06/02/2023 04:31:38 pm","5",""
"06/02/2023 04:31:38 pm","","-91"
"06/02/2023 04:31:16 pm","8.8",""
"06/02/2023 04:31:16 pm","","-93"
"06/02/2023 04:30:54 pm","8.8","-88"
"06/02/2023 04:30:32 pm","9",""
"06/02/2023 04:30:32 pm","","-89"
"06/02/2023 04:30:10 pm","8",""
"06/02/2023 04:30:10 pm","","-89"
